row_id,pattern_name,question,citation_index,source_file,input,document_text,document_relevance_execution_details,document_relevance_score,phoenix_document_relevance_score,phoenix_document_relevance_label,phoenix_document_relevance_explanation
148,deterministic,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,3,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,"* 13) epidemii, o których władze kraju docelowego podróży poinformowały w środkach masowego przekazu, o czym ubezpieczony mógł powziąć informację na dzień zawarcia umowy ubezpieczenia, chyba że powode","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 8.443270921707153}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Dokument tekst zawiera jedynie fragment dotyczący epidemii i możliwości uzyskania informacji przez ubezpieczonego na dzień zawarcia umowy; nie dostarcza jasnej odpowiedzi na to, czy koszty leczenia spowodowane epidemią są pokrywane.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Dokument tekst zawiera jedynie fragment dotyczący epidemii i możliwości uzyskania informacji przez ubezpieczonego na dzień zawarcia umowy; nie dostarcza jasnej odpowiedzi na to, czy koszty leczenia spowodowane epidemią są pokrywane."
148,deterministic,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,4,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,2. Przedmiotem ubezpieczenia jest ryzyko nagłego zachorowania lub nieszczęśliwego wypadku zaistniałych w okresie ubezpieczenia podczas podróży ubezpieczonego poza granice RP. Zakresem ubezpieczenia ob,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 5.910499095916748}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Dokument zawiera jedynie opis przedmiotu ubezpieczenia: ryzyko nagłego zachorowania lub nieszczęśliwego wypadku zaistniałych w okresie ubezpieczenia podczas podróży poza granicami RP; nie wspomina o pokryciu kosztów leczenia w epidemii.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Dokument zawiera jedynie opis przedmiotu ubezpieczenia: ryzyko nagłego zachorowania lub nieszczęśliwego wypadku zaistniałych w okresie ubezpieczenia podczas podróży poza granicami RP; nie wspomina o pokryciu kosztów leczenia w epidemii.
149,router_specialist,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,1,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,1. Przedmiotem ubezpieczenia kosztów leczenia jest ryzyko nagłego zachorowania lub nieszczęśliwego wypadku zaistniałych w okresie ubezpieczenia podczas podróży ubezpieczonego. Zakresem ubezpieczenia k,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 8.202948093414307}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': ""The document text covers 'Przedmiotem ubezpieczenia kosztów leczenia' as coverage for sudden illness or accident during travel, but it does not mention epidemics. It cannot answer whether epidemic-related treatment costs are covered."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"The document text covers 'Przedmiotem ubezpieczenia kosztów leczenia' as coverage for sudden illness or accident during travel, but it does not mention epidemics. It cannot answer whether epidemic-related treatment costs are covered."
149,router_specialist,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,2,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,"22) epizodów, o których władze kraju docelowego podróży poinformowały w środkach masowego przekazu, z których ubezpieczony mógł powziąć informacje na dzień zawarcia umowy ubezpieczenia, chyba że koszt","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 8.147264957427979}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Assessed if document_text contains information answering whether epidemics are covered under medical costs in PZU Wojażer; document_text discusses outbreak information from destination authorities and ends with an incomplete phrase, not a policy about coverage.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Assessed if document_text contains information answering whether epidemics are covered under medical costs in PZU Wojażer; document_text discusses outbreak information from destination authorities and ends with an incomplete phrase, not a policy about coverage."
149,router_specialist,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,3,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,"* 1) Pokrycie kosztów kwarantanny lub izolacji   * Jeżeli ubezpieczony został poddany kwarantannie lub izolacji, PZU SA pokrywa koszty zakwaterowania i wyżywienia powstałe w związku z: * a) przedłużon","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.2528767585754395}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'The document mentions coverage of quarantine/ isolation costs (accommodation and meals), but does not address treatment costs or epidemic-related treatment coverage.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"The document mentions coverage of quarantine/ isolation costs (accommodation and meals), but does not address treatment costs or epidemic-related treatment coverage."
149,router_specialist,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,4,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,"* ! szkód wyrządzonych umyślnie, * ! epidemii, o których władze kraju docelowego podróży poinformowały w środkach masowego przekazu, o czym ubezpieczony mógł powziąć informację na dzień zawarcia umowy","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 8.14703893661499}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Document text discusses epidemii (epidemics) and states about which authorities informed via mass media and that insured could have information at contract date; this implies epidemies are excluded from coverage, addressing whether treatment costs due to epidemies are covered.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Document text discusses epidemii (epidemics) and states about which authorities informed via mass media and that insured could have information at contract date; this implies epidemies are excluded from coverage, addressing whether treatment costs due to epidemies are covered."
150,react,Czy w ubezpieczeniu PZU Wojażer umowa ubezpieczenia rezygnacji z uczestnictwa albo skrócenia uczestnictwa w zorganizowanym wypoczynku może być zawarta w dowolnym terminie?,1,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer umowa ubezpieczenia rezygnacji z uczestnictwa albo skrócenia uczestnictwa w zorganizowanym wypoczynku może być zawarta w dowolnym terminie?,"Umowa ubezpieczenia rezygnacji z uczestnictwa albo skrócenia uczestnictwa w zorganizowanym wypoczynku (Klauzula Nr 12), może być zawarta nie później niż w ciągu 3 dni roboczych od:   1) dnia zawarcia","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 8.14743185043335}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'The document states that the rezygnacji/skrócenia insurance must be concluded no later than 3 business days from a specified date, indicating it cannot be signed at any time.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"The document states that the rezygnacji/skrócenia insurance must be concluded no later than 3 business days from a specified date, indicating it cannot be signed at any time."
150,react,Czy w ubezpieczeniu PZU Wojażer umowa ubezpieczenia rezygnacji z uczestnictwa albo skrócenia uczestnictwa w zorganizowanym wypoczynku może być zawarta w dowolnym terminie?,2,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer umowa ubezpieczenia rezygnacji z uczestnictwa albo skrócenia uczestnictwa w zorganizowanym wypoczynku może być zawarta w dowolnym terminie?,4. W umowie ubezpieczenia rezygnacji albo skrócenia uczestnictwa w zorganizowanym wypoczynku (Klauzula Nr 12) odpowiedzialność PZU SA rozpoczyna się od dnia następującego po zawarciu umowy ubezpieczen,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.8317461013793945}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Document mentions liability start date after signing the insurance contract for a clause on cancellation or shortening of participation, but does not specify whether such cancellation/shortening contract can be entered at any time.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Document mentions liability start date after signing the insurance contract for a clause on cancellation or shortening of participation, but does not specify whether such cancellation/shortening contract can be entered at any time."
150,react,Czy w ubezpieczeniu PZU Wojażer umowa ubezpieczenia rezygnacji z uczestnictwa albo skrócenia uczestnictwa w zorganizowanym wypoczynku może być zawarta w dowolnym terminie?,3,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer umowa ubezpieczenia rezygnacji z uczestnictwa albo skrócenia uczestnictwa w zorganizowanym wypoczynku może być zawarta w dowolnym terminie?,"Z zachowaniem pozostałych niezmienionych niniejszą Klauzulą postanowień OWU oraz pod warunkiem zapłacenia przez ubezpieczającego dodatkowej składki ubezpieczeniowej, ubezpieczenie PZU Wojażer obejmuje","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 5.966342926025391}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': ""Assessing whether document_text contains information addressing if a 'rezygnacji z uczestnictwa' or 'skrócenia uczestnictwa' insurance can be concluded at any time."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Assessing whether document_text contains information addressing if a 'rezygnacji z uczestnictwa' or 'skrócenia uczestnictwa' insurance can be concluded at any time.
150,react,Czy w ubezpieczeniu PZU Wojażer umowa ubezpieczenia rezygnacji z uczestnictwa albo skrócenia uczestnictwa w zorganizowanym wypoczynku może być zawarta w dowolnym terminie?,4,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer umowa ubezpieczenia rezygnacji z uczestnictwa albo skrócenia uczestnictwa w zorganizowanym wypoczynku może być zawarta w dowolnym terminie?,4. Ubezpieczenie rezygnacji z uczestnictwa albo skrócenia uczestnictwa w zorganizowanym wypoczynku (Klauzula Nr 12) stanowi przedmiot odrębnej umowy ubezpieczenia (umowa ubezpieczenia rezygnacji z ucz,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 7.91457724571228}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Document mentions a separate insurance contract for cancellation of participation but provides no information about when it can be concluded (timing/any-time). Therefore it cannot answer the question.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Document mentions a separate insurance contract for cancellation of participation but provides no information about when it can be concluded (timing/any-time). Therefore it cannot answer the question.
151,hierarchical,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia jeżeli Ubezpieczony był po spożyciu alkoholu?,1,pzu_pzu_dom.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia jeżeli Ubezpieczony był po spożyciu alkoholu?,"4. PZU nie odpowiada również za szkody, które ubezpieczony wyrządził w stanie:   1) nietrzeźwości albo 2) po użyciu alkoholu lub 3) pod wpływem środków odurzających, substancji psychotropowych, nowych","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 7.6150078773498535}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': ""Document discusses PZU's liability for damages caused while intoxicated and after alcohol consumption; it does not explicitly mention or answer coverage of medical expenses (koszty leczenia) for an insured who was after consuming alcohol."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Document discusses PZU's liability for damages caused while intoxicated and after alcohol consumption; it does not explicitly mention or answer coverage of medical expenses (koszty leczenia) for an insured who was after consuming alcohol.
151,hierarchical,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia jeżeli Ubezpieczony był po spożyciu alkoholu?,2,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia jeżeli Ubezpieczony był po spożyciu alkoholu?,"* ! znajdowania się pod wpływem środków odurzających, substancji psychotropowych, środków zastępczych lub nowych substancji psychoaktywnych w rozumieniu przepisów o przeciwdziałaniu narkomanii, chyba","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 7.048884868621826}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'The document text discusses being under the influence of drugs/substances, but does not mention alcohol or coverage rules for medical costs, so it cannot answer whether alcohol-related treatment costs are covered.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"The document text discusses being under the influence of drugs/substances, but does not mention alcohol or coverage rules for medical costs, so it cannot answer whether alcohol-related treatment costs are covered."
151,hierarchical,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia jeżeli Ubezpieczony był po spożyciu alkoholu?,3,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia jeżeli Ubezpieczony był po spożyciu alkoholu?,"* 7) stanu nietrzeźwości, zażycia środków odurzających, substancji psychotropowych, środków zastępczych lub nowych substancji psychoaktywnych, w rozumieniu przepisów o przeciwdziałaniu narkomanii, prz","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 5.944684028625488}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Dokument zawiera jedynie fragment dotyczący stanu nietrzeźwości i użycia substancji, nie udziela odpowiedzi na pytanie o pokrycie kosztów leczenia.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Dokument zawiera jedynie fragment dotyczący stanu nietrzeźwości i użycia substancji, nie udziela odpowiedzi na pytanie o pokrycie kosztów leczenia."
151,hierarchical,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia jeżeli Ubezpieczony był po spożyciu alkoholu?,4,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia jeżeli Ubezpieczony był po spożyciu alkoholu?,"1. Z odpowiedzialności PZU SA wyłączone są koszty leczenia, które powstały z tytułu lub w następstwie: 1) leczenia przekraczającego zakres niezbędny dla przywrócenia stanu zdrowia ubezpieczonego umożl","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.3991780281066895}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'The document text provides an exclusion about costs of treatment beyond what is necessary for restoring health, but it does not mention alcohol consumption or conditional coverage based on intoxication. Therefore it cannot answer whether costs are covered when the insured was after alcohol consumption.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"The document text provides an exclusion about costs of treatment beyond what is necessary for restoring health, but it does not mention alcohol consumption or conditional coverage based on intoxication. Therefore it cannot answer whether costs are covered when the insured was after alcohol consumption."
152,planner_executor,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia jeżeli Ubezpieczony uległ wypadkowi podczas wykonywania pracy fizycznej?,1,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia jeżeli Ubezpieczony uległ wypadkowi podczas wykonywania pracy fizycznej?,1. Przedmiotem ubezpieczenia kosztów leczenia jest ryzyko nagłego zachorowania lub nieszczęśliwego wypadku zaistniałych w okresie ubezpieczenia podczas podróży ubezpieczonego. Zakresem ubezpieczenia k,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 11.671433210372925}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Initial relevance check: Does the document text specify coverage for medical costs when the insured suffers an accident during performing physical work?', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Initial relevance check: Does the document text specify coverage for medical costs when the insured suffers an accident during performing physical work?
152,planner_executor,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia jeżeli Ubezpieczony uległ wypadkowi podczas wykonywania pracy fizycznej?,2,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia jeżeli Ubezpieczony uległ wypadkowi podczas wykonywania pracy fizycznej?,"b) z wyczynowego uprawiania sportu, c) z uprawiania sportów wysokiego ryzyka,   3) w ubezpieczeniu kosztów leczenia, ubezpieczeniach assistance, ubezpieczeniu NNW, ubezpieczeniu kontynuacji leczenia p","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 7.630982875823975}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Ocena nie zawiera informacji o pokryciu kosztów leczenia w przypadku wypadku podczas wykonywania pracy fizycznej; dokument wymienia jedynie koszty leczenia w kontekście sportów i kategorii ubezpieczeń (koszty leczenia, assistance, NNW, kontynuacja leczenia). Nie ma odniesienia do pracy fizycznej.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Ocena nie zawiera informacji o pokryciu kosztów leczenia w przypadku wypadku podczas wykonywania pracy fizycznej; dokument wymienia jedynie koszty leczenia w kontekście sportów i kategorii ubezpieczeń (koszty leczenia, assistance, NNW, kontynuacja leczenia). Nie ma odniesienia do pracy fizycznej."
152,planner_executor,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia jeżeli Ubezpieczony uległ wypadkowi podczas wykonywania pracy fizycznej?,3,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia jeżeli Ubezpieczony uległ wypadkowi podczas wykonywania pracy fizycznej?,"1. Na podstawie niniejszej Klauzuli PZU SA organizuje i pokrywa koszty leczenia ubezpieczonego na terytorium RP po powrocie z podróży, jeżeli konieczność skorzystania ze świadczenia zdrowotnego zostan","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 9.587194919586182}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Assessing whether the document text contains information answering whether PZU Wojażer covers medical costs if insured suffers an accident during performing physical work.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Assessing whether the document text contains information answering whether PZU Wojażer covers medical costs if insured suffers an accident during performing physical work.
152,planner_executor,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia jeżeli Ubezpieczony uległ wypadkowi podczas wykonywania pracy fizycznej?,4,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia jeżeli Ubezpieczony uległ wypadkowi podczas wykonywania pracy fizycznej?,"4) utracie, uszkodzeniu lub zniszczeniu sprzętu sportowego wraz z osprzętem i specjalistycznym strojem do uprawiania danej dyscypliny sportu, w wyniku nieszczęśliwego wypadku, potwierdzonego dokumenta","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.636372089385986}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Dokument dotyczy wyłącznie utraty/uszkodzenia sprzętu sportowego w wyniku wypadku; nie zawiera informacji o pokryciu kosztów leczenia ani o wykonywaniu pracy fizycznej.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Dokument dotyczy wyłącznie utraty/uszkodzenia sprzętu sportowego w wyniku wypadku; nie zawiera informacji o pokryciu kosztów leczenia ani o wykonywaniu pracy fizycznej.
153,router_specialist,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,1,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,"5) leczenia związanego z nagłym zachorowaniem lub nieszczęśliwym wypadkiem, które miało miejsce w okresie przerw pomiędzy podróżami ubezpieczonego albo w okresie poprzednich podróży ubezpieczonego; 6)","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 7.652123928070068}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Analiza: dokument tekstowy wspomina o leczeniu związanym z nagłym zachorowaniem lub nieszczęśliwym wypadkiem podczas przerw między podróżami; nie odnosi się do leczenia chorób przewlekłych ani do kosztów z tym związanych.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Analiza: dokument tekstowy wspomina o leczeniu związanym z nagłym zachorowaniem lub nieszczęśliwym wypadkiem podczas przerw między podróżami; nie odnosi się do leczenia chorób przewlekłych ani do kosztów z tym związanych.
153,router_specialist,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,2,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,"1. Odpowiedzialność PZU SA może być rozszerzona: 1) w ubezpieczeniu kosztów leczenia, ubezpieczeniach assistance, ubezpieczeniu kontynuacji leczenia po podróży: a) o koszty leczenia związane z zaostrz","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.478516101837158}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': ""Assessing whether the document text contains information about coverage of treatment costs for chronic diseases in the PZU Wojażer policy; the text mentions 'koszty leczenia' and extensions but does not specify chronic diseases or the Wojażer product."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Assessing whether the document text contains information about coverage of treatment costs for chronic diseases in the PZU Wojażer policy; the text mentions 'koszty leczenia' and extensions but does not specify chronic diseases or the Wojażer product.
153,router_specialist,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,3,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,"* W ubezpieczeniu kosztów leczenia i pakietów assistance – nie pokrywamy kosztów powstałych z tytułu m.in.: * ! leczenia innego niż nagłe zachorowanie lub nieszczęśliwy wypadek, * ! leczenia zaburzeń","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 8.116350889205933}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Document states that costs for treatment other than acute illness or accident are not covered, which would include treatment of chronic diseases; thus it can answer the question.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Document states that costs for treatment other than acute illness or accident are not covered, which would include treatment of chronic diseases; thus it can answer the question."
153,router_specialist,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,4,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,przewlekłej lub choroby będącej przyczyną hospitalizacji w okresie 12 miesięcy przed zawarciem umowy ubezpieczenia; nie obejmują kosztów leczenia podstawowego choroby przewlekłej lub leczenia zalecane,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 8.00001311302185}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Dokument informuje o wyłączeniu kosztów leczenia chorób przewlekłych (kosztów leczenia podstawowego choroby przewlekłej) w kontekście umowy ubezpieczeniowej; zatem nie obejmuje ochrony kosztów leczenia chorób przewlekłych, co stanowi informację odpowiadającą na pytanie.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Dokument informuje o wyłączeniu kosztów leczenia chorób przewlekłych (kosztów leczenia podstawowego choroby przewlekłej) w kontekście umowy ubezpieczeniowej; zatem nie obejmuje ochrony kosztów leczenia chorób przewlekłych, co stanowi informację odpowiadającą na pytanie."
154,deterministic,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,1,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,"1. Odpowiedzialność PZU SA może być rozszerzona: 1) w ubezpieczeniu kosztów leczenia, ubezpieczeniach assistance, ubezpieczeniu kontynuacji leczenia po podróży: a) o koszty leczenia związane z zaostrz","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 5.987459659576416}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Analizuję treść: tekst wzmiankuje możliwość rozszerzenia ochrony kosztów leczenia w ubezpieczeniu PZU, ale nie wspomina o chorobach przewlekłych ani o produkcie Wojażer.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Analizuję treść: tekst wzmiankuje możliwość rozszerzenia ochrony kosztów leczenia w ubezpieczeniu PZU, ale nie wspomina o chorobach przewlekłych ani o produkcie Wojażer."
